,name,price,original_price,reviews,Rating,Bank_offers
866,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
867,"Mivi Duopods B1 (Just Launched)45Hrs Playtime, AI ENC f...",₹599,"₹2,999","(45,742)",4.1,Bank Offer
868,"Leaf Buds X614 ANC, Active Noise Cancellation (30dB), A...","₹1,299","₹3,999",(279),3.8,Bank Offer
869,allons TWS Bluetooth Earbuds True Wireless Headphone wi...,₹250,"₹1,599",(148),3.6,Bank Offer
870,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",₹699,"₹1,999","(9,150)",4.1,Bank Offer
871,"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in...","₹1,199","₹3,499","(2,04,315)",4.1,Bank Offer
872,TECHIO B168 CNF NEW MODEL Buds Bluetooth,₹447,"₹1,999",(6),4.5,Bank Offer
873,"Number SuperBuds 555 with Dual Pair, 66H Battery, 32dB ...","₹1,299","₹7,999","(3,638)",4,Bank Offer
874,NEXX ARHAM Headsets Earphones Wireless Earbuds Bluetoot...,₹299,"₹1,899",(29),4.2,Bank Offer
875,"Marshall Minor IV Wireless Earbuds 30+ Hr of Playtime, ...","₹11,999",N/A,(71),3.6,Bank Offer
876,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
877,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...","₹1,099","₹5,999",(46),4.3,Bank Offer
878,"JBL Tune Buds 2 TWS, ANC Earbuds, 48Hr Playtime,6 Mics,...","₹3,999","₹9,499",(282),3.8,Hot Deal
879,GWALBROS Earbuds M19 PRO with Power Bank Upto 48Hrs Pla...,₹290,"₹1,999",(68),3.7,Bank Offer
880,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
881,Caidea TW121 Pro Pods Upto 40 Hrs Playtime* Type C Fast...,₹265,"₹1,299",(923),3.5,Super Deals
882,OPPO Enco Air2i Bluetooth,"₹1,799","₹3,999","(45,489)",4.3,Hot Deal
883,"Jlab Go Air Sport TWS for running,32+ Hr Playtime,EQ3 S...","₹2,249","₹5,499",(183),3.8,Bank Offer
884,GLOBAL NOMAD PULSE Q0820 30Hrs Playtime Type C Fast Cha...,₹699,"₹2,499",(34),4.2,Super Deals
885,"TP TROOPS TWS Wireless Bluetooth Ear buds, Inbuilt Mic,...",₹322,"₹1,999",(91),4.1,Bank Offer
886,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
887,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",₹300,"₹2,999","(16,594)",3.7,Hot Deal
888,BjOrk BB-151 TWS In-Ear Wireless Earphones Stereo Bass ...,₹473,"₹2,999",(17),3.5,Bank Offer
889,Aroma NB138 Bound 32dB Active Noise Cancellation 60Hrs*...,₹699,"₹2,899","(37,422)",3.8,Bank Offer
890,"TRIGGR Kraken X1 with Battery Display, 40ms Latency, Qu...",₹699,"₹3,999","(88,543)",4,Super Deals
891,Caidea TWS8 Sugar V5.4 Upto 30Hrs Playtime* Type C Fast...,₹299,"₹2,399",(923),3.5,Super Deals
892,"Tunifi Tn Leaf Earbuds 8D Stereo Audio, 40Hrs Playtime ...",₹498,"₹1,999",(121),3.9,Bank Offer
893,AP Products OnePlus_AP Buds Pro 3 Earbuds extra bass wi...,₹811,"₹2,999",(39),4,Bank Offer
894,"boAt Nirvana Crystl, Transparent Case, 360 Spatial Audi...","₹2,199","₹10,990",(111),4.2,Bank Offer
895,HITECH HYPE Bluetooth,₹284,₹999,(74),3.7,Bank Offer
896,Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Ch...,₹268,"₹1,299","(1,07,050)",3.6,Bank Offer
897,"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Laten...",₹799,"₹2,999","(1,70,536)",4.1,Super Deals
898,"truke BTG X1 Earbuds with Game Mode, Quad Mic ENC, 20 R...",₹799,"₹3,499",(33),3.6,Super Deals
899,"Blaupunkt BTW100 XTREME Bassbuds, Low Latency, 99H Play...","₹1,199","₹3,999","(1,143)",4,Bank Offer
900,"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, L...",₹999,"₹4,999","(4,83,289)",4.1,Bank Offer
901,"Mivi Duopods B1 (Just Launched)45Hrs Playtime, AI ENC f...",₹599,"₹2,999","(45,742)",4.1,Bank Offer
902,StonSell Premium M19 Earbuds/TWS/Buds 5.1 Earbuds with ...,₹294,₹899,(23),3.4,Bank Offer
903,Tunifi Earbud M-19 Earbuds/TWs/buds 5.1 Earbuds with 30...,₹411,"₹2,499",(61),3.6,Bank Offer
904,"TRIGGR Ultrabuds N1 Neo with ENC, 40Hr Playback, 13mm D...",₹599,"₹2,999","(71,301)",3.9,Super Deals
905,"Lufina Buds FT with AI ENC for calls, 38 hours of Playb...",₹253,"₹1,941",(118),3.2,Bank Offer
906,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
907,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
908,BeastBass CMT-1 Earbuds/Buds/AIR-PODS Pro Bluetooth To ...,₹416,"₹1,999",(10),3.6,Super Deals
909,Three Guys Airpods Earbuds Plus Bass Boost & Smart Touc...,₹269,"₹1,299",(10),2.8,Bank Offer
910,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",₹699,"₹1,999","(9,150)",4.1,Bank Offer
911,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
912,Lexolt AiPods 100 Hour Playback & ENC with Low Latency ...,₹428,"₹2,499","(1,915)",3.7,Bank Offer
913,"ACwO DwOTS 333 Hybrid ANC 48dB, 120H Playtime, Dual Pai...","₹1,998","₹6,999",(148),4.1,Bank Offer
914,GWALBROS New Earbuds PRO withUpto 48Hrs Playback Noise ...,₹411,"₹1,999",(273),3.8,Bank Offer
915,KDM A1 HOP PODS Bluetooth Wireless earbuds Bluetooth,"₹1,324","₹1,899",(27),3.7,Bank Offer
916,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...","₹1,099","₹5,999",(46),4.3,Bank Offer
917,"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in...","₹1,199","₹3,499","(2,04,315)",4.1,Bank Offer
918,"HODOPHILE Z2 Wireless with Fast Charge, 30 Hrs Battery ...",₹299,"₹2,499",(40),4,Bank Offer
919,DUJE Aerpods 151-ATOM - 48Hrs Playtime Bluetooth Wirele...,₹469,"₹2,999",(209),3.8,Bank Offer
920,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
921,Caidea TW121 Pro Pods Upto 40 Hrs Playtime* Type C Fast...,₹265,"₹1,299",(923),3.5,Super Deals
922,Apple AirPods Pro (2nd generation) Bluetooth,"₹24,990",N/A,(23),4.4,Bank Offer
923,boAt Airdopes Prime 701 ANC(Obsidian Grey) Bluetooth,"₹2,059","₹7,990",(6),4.8,Bank Offer
924,NS WORLD Xo Airbuds Tws |Max Power| HD Sound | BT Earbu...,₹281,"₹1,400",(645),3.6,Bank Offer
925,SOBEYS Ultrapods Bluetooth,₹250,"₹2,361",(677),3.5,Bank Offer
926,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
927,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",₹300,"₹2,999","(16,594)",3.7,Hot Deal
928,Pb Enterprises Airdrops pro 3 White wireless bluetooth ...,₹232,"₹1,899",(197),3.5,Bank Offer
929,Samsung SM-R410N Galaxy Buds Core - White Bluetooth,"₹5,899","₹9,999",(37),4.3,Bank Offer
930,"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Laten...",₹799,"₹2,999","(1,70,536)",4.1,Super Deals
931,"TRIGGR Kraken X1 with Battery Display, 40ms Latency, Qu...",₹699,"₹3,999","(88,543)",4,Super Deals
932,"Number Super Buds Pro GT99 Dual Pair, 4 Mic ENC Gaming ...",₹999,"₹4,999","(32,011)",4,Bank Offer
933,"Blaupunkt BTW300 Moksha+ True ANC Earbuds, 4 Mics, CRIS...","₹1,599","₹6,499",(162),4,Bank Offer
934,"Noise Buds Xero with adaptive ANC(50dB), Sound+TM algor...","₹3,499","₹6,999",(894),3.9,Bank Offer
935,icall One side Wireless Bluetooth Headset 4h Battery ba...,₹236,₹699,(14),4.1,Bank Offer
936,Caidea TWS8 Sugar V5.4 Upto 30Hrs Playtime* Type C Fast...,₹299,"₹2,399",(923),3.5,Super Deals
937,Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Ch...,₹268,"₹1,299","(1,07,050)",3.6,Bank Offer
938,electricbass BT 160 Dlx bluetooth earbuds with 26 hours...,₹906,"₹2,499",(12),4.3,Bank Offer
939,"HOPPUP Predator Xo5 Earbuds with 50H PlayTime, 35MS Low...",₹799,"₹4,999",(62),3.9,Bank Offer
940,"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, L...",₹999,"₹4,999","(4,83,289)",4.1,Bank Offer
941,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
942,BULLSTORM Exclusive T2 Bluetooth,₹274,"₹2,699",(173),3.4,Hot Deal
943,"TECHIO Buds 2a, 42 dB ANC, 12.4mm Driver Bluetooth",₹386,"₹1,999",(31),3.3,Bank Offer
944,BULLSTORM BS ultrapood Best Sound Bluetooth,₹248,"₹1,599",(80),3.5,Bank Offer
945,Ucool Buds Pro 3 True Wireless EarBuds Bluetooth,₹419,"₹2,499",(130),3.7,Bank Offer
946,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
947,"Mivi Duopods B1 (Just Launched)45Hrs Playtime, AI ENC f...",₹599,"₹2,999","(45,742)",4.1,Bank Offer
948,Blaupunkt BTW300 Xtreme True Wireless with Unstoppable ...,"₹1,399","₹5,999",(111),4.1,Bank Offer
949,SOBEYS Ultrapods TWS Bluetooth,₹250,"₹2,287",(852),3.5,Bank Offer
950,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",₹699,"₹1,999","(9,150)",4.1,Bank Offer
951,"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in...","₹1,199","₹3,499","(2,04,315)",4.1,Bank Offer
952,Jeevan jyoti agency M19 Earbuds/TWS/buds 5.1 Earbuds wi...,₹300,₹899,(201),3.5,Super Deals
953,"SOBEYS FT New Pro White TWS Bluetooth, Earbuds under 30...",₹264,"₹1,999",(11),3.7,Bank Offer
954,GWALBROS White air buds pro best -99 Bluetooth,₹253,₹999,(97),3.2,Bank Offer
955,"Divya M10 Earbuds/buds 5.1 Earbuds with 280H Playtime, ...",₹378,"₹2,899",(301),3.5,Bank Offer
956,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
957,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...","₹1,099","₹5,999",(46),4.3,Bank Offer
958,"EARBUDDY SnapX Buds Light Weight, Compact In-Ear Earbud...",₹279,"₹1,999","(1,007)",3.5,Bank Offer
959,TECHIO CMF BUDS PRO 2 Bluetooth,₹398,"₹1,499",N/A,N/A,Bank Offer
960,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
961,Caidea TW121 Pro Pods Upto 40 Hrs Playtime* Type C Fast...,₹265,"₹1,299",(923),3.5,Super Deals
962,"Soroo Future Soroo buds 18 with 13mm Driver, 48hrs Play...",₹569,"₹3,400",(24),4.7,Bank Offer
963,"Three Guys BUDS With Touch Sensor, Waterproof, NEW,150 ...",₹272,"₹1,699",(35),3.6,Bank Offer
964,"TRIGGR Kraken X2 Quad Mic ENC, 40 Hr Battery, Rapid Pai...","₹1,299","₹3,999","(48,668)",4,Bank Offer
965,KDM A1 Hop Pods Wireless V5.4 Upto 36 HRS Music Time 30...,"₹1,345","₹2,499",(98),3.9,Bank Offer
966,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
967,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",₹300,"₹2,999","(16,594)",3.7,Hot Deal
968,Divya Buds Pro 2 with 50 dB ANC| Hi-Res + LDAC| Smart D...,₹428,"₹1,999",(43),3.5,Bank Offer
969,GWALBROS AirPods Pro Wireless TWS White_003 Bluetooth,₹281,₹999,N/A,N/A,Bank Offer
970,"TRIGGR Kraken X1 with Battery Display, 40ms Latency, Qu...",₹699,"₹3,999","(88,543)",4,Super Deals
971,Caidea TWS8 Sugar V5.4 Upto 30Hrs Playtime* Type C Fast...,₹299,"₹2,399",(923),3.5,Super Deals
972,"HOPPUP AirDoze 402 Earbuds with 50H PlayTime, 40MS Low ...",₹599,"₹4,999",(317),3.7,Bank Offer
973,abhi A4 Airbuds Tws |Max Power| HD Sound | BT Earbuds |...,₹269,"₹1,699",(20),3.4,Bank Offer
974,MarQ by Flipkart Rhythm Q1035 72 Hours Playtime Type C ...,₹899,"₹8,999",(15),4.1,Bank Offer
975,"Earbot Blast Pods True Wireless Earbuds with Deep Bass,...",₹495,"₹1,999",(96),4,Bank Offer
976,Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Ch...,₹268,"₹1,299","(1,07,050)",3.6,Bank Offer
977,"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Laten...",₹799,"₹2,999","(1,70,536)",4.1,Super Deals
978,FINGERS SizeZero Pods2 Bluetooth,"₹1,357","₹2,499",(922),3.9,Bank Offer
979,"Noise Buds Connect 2 with Dual pairing, Quad mic with E...","₹1,499","₹3,999","(2,784)",4,Bank Offer
980,"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, L...",₹999,"₹4,999","(4,83,289)",4.1,Bank Offer
981,"Mivi Duopods B1 (Just Launched)45Hrs Playtime, AI ENC f...",₹599,"₹2,999","(45,742)",4.1,Bank Offer
982,SOBEYS Ultrapods Bluetooth,₹253,"₹1,999",(677),3.5,Bank Offer
983,Samsung Samsung Galaxy Buds3 FE Bluetooth,"₹11,999","₹14,999",(7),4.4,Bank Offer
984,TECHBROS New Edition TWS M19 PRO with Power Bank Upto 4...,₹290,"₹1,999",(63),3.5,Bank Offer
985,Sennheiser Accentum True Wireless Earbuds with BT 5.3 a...,"₹9,990","₹19,990",(67),4.3,Hot Deal
986,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
987,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
988,"Fire-Boltt Fire Pods Polaris ANC ENC Earbuds TWS, about...","₹2,082",N/A,"(1,059)",3.7,Bank Offer
989,Three Guys AirPods Pro (2nd generation) with MagSafe Ca...,₹266,"₹1,999",N/A,N/A,Bank Offer
990,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",₹699,"₹1,999","(9,150)",4.1,Bank Offer
991,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
992,SOBEYS Ultrapod Earbuds/TWS Charging Bluetooth,₹250,"₹2,499",(998),3.5,Bank Offer
993,"Tunifi TN Buds Air7 with 52dB ANC,12.4mm Driver, 52hr P...",₹498,"₹1,499",(17),4.4,Bank Offer
994,"CMT EARBUD Bluetooth 5.3 Earbuds with Deep Bass, Fast C...",₹395,"₹2,999",(10),4.3,Bank Offer
995,"DSSB Buds Pro / 42dB Active Noise Cancellation,Ultra Ba...",₹420,"₹1,999",(3),5,Bank Offer
996,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...","₹1,099","₹5,999",(46),4.3,Bank Offer
997,"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in...","₹1,199","₹3,499","(2,04,315)",4.1,Bank Offer
998,"itel T31 With 30H Playtime, 25db ANC, Quad-Mic ENC, Gam...",₹949,"₹3,499",(102),3.8,Bank Offer
999,Jmax JM-TW-10 | 35H Non-Stop Music | Crystal Clear Soun...,₹398,"₹1,499",(59),3.6,Bank Offer
